ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000003053	1.80169792660438	1.20197212905247	2.40142372415628	3.3267490971704	5.75646698579944	6.60050494446649E-6	0.0106521148962115	3.77268242683856
ENSMUSG00000016283	-3.5737897152269	-4.76645017262914	-2.38112925782467	0.244932268251957	-5.77623915791374	6.28733755991948E-6	0.0106521148962115	3.86423603409989
ENSMUSG00000064626	-3.28474257271999	-4.13858518372558	-2.43089996171441	-0.332152918607324	-5.7639190207172	6.48065499476032E-6	0.0106521148962115	3.88761134724604
ENSMUSG00000020226	1.66609960514666	1.10729363587614	2.22490557441718	1.50107455078445	5.71682203600163	7.27700482760176E-6	0.0112741180393069	3.63482692150744
ENSMUSG00000057751	-2.52447718922689	-3.26620166437189	-1.7827527140819	-0.332533657779001	-5.63168730951519	8.97757857287641E-6	0.0133738297417173	3.5317763246755
ENSMUSG00000019989	1.04599230851461	0.677705135308353	1.41427948172087	0.587736134819915	5.5561454166311	1.08222591080316E-5	0.0155076838382358	3.27733056640563
ENSMUSG00000034071	1.14742408101447	0.741119644294914	1.55372851773403	0.489974281665852	5.54047941234888	1.12505769985403E-5	0.0155076838382358	3.24556419374691
ENSMUSG00000075330	-1.27477297556133	-1.68019947612675	-0.869346474995913	-0.773884486888423	-5.52775304124234	1.16111440490767E-5	0.0155076838382358	3.32669605157513
ENSMUSG00000029727	1.82271536046231	1.17871732457637	2.46671339634826	5.47890771567585	5.50955884806544	1.21470657664112E-5	0.0156826717088213	3.26077571393824
ENSMUSG00000022528	-1.14351022405955	-1.5633115701416	-0.723708877977495	4.49293514294422	-5.3636245168985	1.74605384838175E-5	0.0201653564113201	2.93902986310159
ENSMUSG00000025091	1.43364314386703	0.912745884082883	1.95454040365118	5.75976397010818	5.37753269958797	1.68658826024491E-5	0.0201653564113201	2.97235758694018
ENSMUSG00000025347	1.16406676417408	0.747228509550353	1.58090501879781	2.17202708318763	5.3671903588982	1.73060852393832E-5	0.0201653564113201	2.89879664847825
ENSMUSG00000042625	-0.922170948159425	-1.26242872136707	-0.581913174951783	3.9447989070593	-5.34649122350067	1.82223348754571E-5	0.0201653564113201	2.89546664768906
ENSMUSG00000080712	-1.41945047487525	-1.94998394144261	-0.88891700830788	1.7705682619226	-5.34891296644299	1.8112649914111E-5	0.0201653564113201	2.86149723950164
ENSMUSG00000027801	1.58141966892376	0.997512245356026	2.16532709249149	6.20196650170567	5.29940195786937	2.04938276291245E-5	0.0214531603170608	2.79985811378677
ENSMUSG00000097743	-1.02212571524994	-1.3894032173899	-0.654848213109992	-0.103640894287806	-5.30711578205593	2.01030040967644E-5	0.0214531603170608	2.75029093594531
ENSMUSG00000028214	-1.27539036638903	-1.74248405912753	-0.80829667365052	-0.0454209237552229	-5.28091855274037	2.14618415035258E-5	0.02187526434512	2.72287500122508
ENSMUSG00000026034	-1.01463216392091	-1.3933660577668	-0.635898270075013	5.05896299634844	-5.26258523136625	2.24676620444214E-5	0.0223132688796033	2.7166248898188
ENSMUSG00000024610	-2.83766776849296	-3.82368677269363	-1.85164876429229	-0.176275886771042	-5.23745880265201	2.39240375277243E-5	0.0227664594903694	2.67891068632523
ENSMUSG00000056666	1.12499872400871	0.706791042769011	1.54320640524841	4.26569977627267	5.22489971113453	2.46873721624371E-5	0.0227664594903694	2.62662058443003
ENSMUSG00000074261	1.25520056702724	0.796083518247615	1.71431761580686	2.49008718791261	5.22973876137239	2.43903860653336E-5	0.0227664594903694	2.60759587985936
ENSMUSG00000022996	-1.4990232970919	-1.92899789734395	-1.06904869683985	-0.930971415832651	-5.20781603680756	2.57653638809763E-5	0.0232080017171622	2.62445221034604
ENSMUSG00000029541	1.21109689969512	0.759295033039497	1.66289876635074	1.38748611344209	5.16534410530426	2.86559994989921E-5	0.0246645371687769	2.4416326650295
ENSMUSG00000042745	1.11020432412005	0.693832583076695	1.52657606516341	3.86410554225454	5.17357889271503	2.8071026938517E-5	0.0246645371687769	2.50974879607743
ENSMUSG00000015405	1.6996579346975	1.05692582392927	2.34239004546572	5.19725473336689	5.1429414405182	3.03104507925067E-5	0.0252847734778749	2.44836961771262
ENSMUSG00000040026	-2.26263599141082	-3.11061372690515	-1.41465825591648	0.150390674999234	-5.13807714116104	3.06822357084612E-5	0.0252847734778749	2.43015288717444
ENSMUSG00000022508	-1.26712409766633	-1.76259851913262	-0.771649676200044	1.35124585484608	-5.11029253364178	3.28958079387427E-5	0.0263264538729996	2.3303395650261
ENSMUSG00000099024	-2.09756217095788	-2.69861527854874	-1.49650906336702	-0.909720777993763	-5.10535523661278	3.33056965758799E-5	0.0263264538729996	2.39615430377178
ENSMUSG00000099240	-2.18284619408529	-3.02710250574957	-1.338589882421	-0.0502403554209673	-5.09492588629286	3.41885438197743E-5	0.02648381358455	2.35406575727123
ENSMUSG00000069300	-1.07917897039826	-1.49485970289507	-0.663498237901447	7.06764849889315	-5.0775751887143	3.57098985558446E-5	0.0271199174679406	2.3051943513827
ENSMUSG00000006642	0.993922348839408	0.613247949625751	1.37459674805306	1.84718467388897	5.0345590781189	3.97827434726381E-5	0.0281810055172022	2.16685811355628
ENSMUSG00000020838	1.16613551935475	0.720324489939754	1.61194654876974	2.97351198386701	5.02504499405681	4.0745025017126E-5	0.0281810055172022	2.16583931631918
ENSMUSG00000030865	1.29816894630207	0.800313468031577	1.79602442457255	3.67365432154864	5.03143242007929	4.0096429410999E-5	0.0281810055172022	2.18877721201095
ENSMUSG00000042677	-1.11839931091574	-1.5564214016494	-0.68037722018207	2.27900652034107	-5.04464542590642	3.87875753442158E-5	0.0281810055172022	2.19335877573371
ENSMUSG00000069309	-0.874751823466426	-1.21541979955289	-0.534083847379962	6.07197550612868	-5.03387715372584	3.98509468652641E-5	0.0281810055172022	2.20830424493897
ENSMUSG00000036931	-1.2594286418539	-1.75416663411678	-0.764690649591014	1.15298624847561	-5.00832815518904	4.24929831147732E-5	0.0288743547719543	2.09464771082637
ENSMUSG00000075010	-1.14256765312724	-1.59773951859878	-0.687395787655691	1.92275159466182	-4.99626238142184	4.3801382367315E-5	0.0292502610663939	2.08876617005465
ENSMUSG00000020115	-0.855952609429784	-1.19661762895909	-0.515287589900474	3.11534192424818	-4.97598958814112	4.60917747123395E-5	0.03025807827387	2.06339086123508
ENSMUSG00000020609	0.841553404934939	0.509582551819514	1.17352425805036	5.4750927080063	4.95976998383021	4.80108202979599E-5	0.030484509701321	2.04127018684425
ENSMUSG00000026923	-1.19135328268884	-1.67287580698668	-0.709830758391012	1.97599756472052	-4.96261950884168	4.76679419601684E-5	0.030484509701321	2.01779016647268
ENSMUSG00000027875	1.96133608511311	1.20862486006353	2.71404731016269	2.01238471475114	4.95144012933923	4.90274429521434E-5	0.0306279180713293	1.98581331138903
ENSMUSG00000089788	-0.819504953977424	-1.14769182119098	-0.491318086763863	2.8023705260939	-4.94217015884627	5.01843041718133E-5	0.0308529915743281	1.98350913694968
ENSMUSG00000020400	-0.884940942339168	-1.24012355721568	-0.529758327462654	3.79864156049371	-4.91426481685564	5.38353344417947E-5	0.0311216443820835	1.93231443892299
ENSMUSG00000029821	0.885030640089017	0.534274769996554	1.23578651018148	0.663607857555706	4.92814390046729	5.19871945120643E-5	0.0311216443820835	1.91650272263417
ENSMUSG00000031432	0.840244881687801	0.510509236598316	1.16998052677729	2.7400038530439	4.9228148613355	5.26891370565583E-5	0.0311216443820835	1.93669239380577
ENSMUSG00000056035	1.90201221195557	1.16364749556921	2.64037692834193	3.30310466222448	4.91784864661459	5.33518719910068E-5	0.0311216443820835	1.92993888277611
ENSMUSG00000029082	1.76879153720438	1.08079424418059	2.45678883022818	2.01144378038136	4.90174371628778	5.55593142211498E-5	0.0316459317413761	1.87573362362008
ENSMUSG00000025528	1.00487370982852	0.60320340598879	1.40654401366825	3.97997728682539	4.85906440459013	6.1863964986884E-5	0.0342966678288049	1.80893664182013
ENSMUSG00000067231	1.31645246612652	0.787856473324155	1.84504845892888	5.15172995114521	4.85829455199833	6.19840635137958E-5	0.0342966678288049	1.81189599090072
ENSMUSG00000024313	1.18265578651166	0.70754545826675	1.65776611475658	4.289735443639	4.83190236913706	6.62461855375893E-5	0.035298570952738	1.74913209338016
ENSMUSG00000032313	1.02914559226825	0.615653054095468	1.44263813044103	0.902043678398233	4.83545211033208	6.56562132622545E-5	0.035298570952738	1.71466218951243
ENSMUSG00000094655	-1.3742421852034	-1.92964805819041	-0.818836312216389	10.403543001701	-4.83021283827547	6.65288567476472E-5	0.035298570952738	1.74302226349452
ENSMUSG00000005413	-1.36373726824946	-1.92902058864441	-0.798453947854505	1.7993540156898	-4.81600297283359	6.89547591325001E-5	0.0356100764095999	1.6858825034917
ENSMUSG00000021792	1.26891177796411	0.752917736860793	1.78490581906742	6.40541574648046	4.81917810911486	6.8405101063845E-5	0.0356100764095999	1.7254439065639
ENSMUSG00000042286	-1.20205670478892	-1.6336038155061	-0.770509594071735	-0.392216581981664	-4.77907327003338	7.5683289669632E-5	0.0385705944142656	1.63203714735384
ENSMUSG00000039899	1.26537043804023	0.757277216321249	1.77346365975921	2.28915359345379	4.77148926261006	7.71447005554309E-5	0.0388047862586097	1.59231382585769
ENSMUSG00000036027	0.864979708317033	0.4988392297566	1.23112018687747	0.018145609274015	4.76599903239697	7.82203007798418E-5	0.0388413934590363	1.5722006695235
ENSMUSG00000074139	1.61975887197488	0.85111040225887	2.38840734169089	0.06235212987541	4.75392426706953	8.06391658515504E-5	0.0395356477438259	1.58625047348949
ENSMUSG00000002565	1.57576893589852	0.93417901844913	2.21735885334792	4.1134692779576	4.73468013408977	8.465040920672E-5	0.0407836990659171	1.52812771986287
ENSMUSG00000020205	-0.999636039189562	-1.41762618740823	-0.581645890970895	3.54099470694274	-4.7172792240911	8.84496210249158E-5	0.0407836990659171	1.48778942137068
ENSMUSG00000026976	1.47533020869916	0.859580749874562	2.09107966752376	0.464974305835382	4.72060689532947	8.77100743437991E-5	0.0407836990659171	1.46599023241277
ENSMUSG00000031845	1.69244730173952	1.01005495701893	2.37483964646012	2.31663329129691	4.72431804736395	8.68926183721684E-5	0.0407836990659171	1.48759985723176
ENSMUSG00000036216	1.34831077561602	0.793271916734257	1.90334963449778	4.65593436569026	4.72576009622539	8.65770445126138E-5	0.0407836990659171	1.51212324738038
ENSMUSG00000025059	1.10646050497126	0.656155463969521	1.556765545973	2.47570148086988	4.70314174081544	9.16619565468952E-5	0.0416898817673363	1.44196271657542
ENSMUSG00000053218	-0.983181877652044	-1.39543396352021	-0.570929791783878	0.229035759931913	-4.6946646084535	9.36440078942028E-5	0.0416898817673363	1.40388231093455
ENSMUSG00000097493	0.741761349461411	0.434938388090378	1.04858431083244	0.881173196919348	4.6991721270758	9.25848038675815E-5	0.0416898817673363	1.41417033687111
ENSMUSG00000002983	-1.0716060614057	-1.52334130956727	-0.619870813244122	4.01265825015033	-4.67923225947854	9.73632964289277E-5	0.0422993594929282	1.40566692100028
ENSMUSG00000048910	2.27297027583384	1.31561829879694	3.23032225287073	1.47256523616829	4.68162401491024	9.67773128475863E-5	0.0422993594929282	1.39200663711691
ENSMUSG00000056148	0.918118007246653	0.50235795272816	1.33387806176515	-0.243236699611612	4.67548182581539	9.82893306403887E-5	0.0422993594929282	1.39092331845936
ENSMUSG00000079494	1.57259220741299	0.927661968390431	2.21752244643555	3.35107650476194	4.66412155588113	1.01148581976437E-4	0.0430515041440809	1.36377104679158
ENSMUSG00000067229	1.3396741767081	0.778966502009638	1.90038185140656	4.82431584922321	4.65602202608563	1.03237928548383E-4	0.0434631679188694	1.35539970281834
ENSMUSG00000096954	-0.997657916919369	-1.41745208114473	-0.577863752694009	0.0830765621794979	-4.64601744304603	1.05878525426606E-4	0.0440955596432612	1.29834159180289
ENSMUSG00000093805	1.3651979116153	0.798301193142143	1.93209463008846	1.56476513092216	4.6300663663216	1.10229358406437E-4	0.0454191862744482	1.26934870608552
ENSMUSG00000005320	-1.25282074259166	-1.79043949858831	-0.715201986595009	0.698908509618667	-4.62085980955223	1.12821634739852E-4	0.0459979742815152	1.24343918466391
ENSMUSG00000032066	1.40182975005036	0.817658132277509	1.98600136782321	2.13883659683563	4.59709366245847	1.19799298609885E-4	0.0483340253516465	1.20296590441611
ENSMUSG00000040212	0.882101406218597	0.507888622078296	1.2563141903589	0.916990293526489	4.58479393224043	1.235785536707E-4	0.0488412708242198	1.16254891337279
ENSMUSG00000061171	0.916216066242813	0.522960194279174	1.30947193820645	0.48636997451502	4.58829893265286	1.22489593477917E-4	0.0488412708242198	1.17077590498519
ENSMUSG00000039395	-2.08178026936461	-3.00104791615441	-1.1625126225748	2.24261945441393	-4.56917589103399	1.28549933810368E-4	0.0502928892559917	1.14696879128642
